Country,VendorName,VendorNumber,PaymentCount,PaymentAmount,InvoiceLineAmountLocal,Currency,ThirdPartyPaymentsLineId,GIAccountDescription,PaymentType,PaymentSubtype,BusinessActivity,InvoiceGIDate
SPAIN,Isabella Torres Salvador,93300281,4,42000,10500,EUR,93300281,Vehicle Parking,Monetory TOV,PaidScholarship,Market Research,05-10-2022
SPAIN,Isabella Torres Salvador,93300281,4,42000,10500,EUR,93300281,Digital Production,CERPS Invoice,PaidTravel Expenses,Travel Expenses,10-02-2022
SPAIN,Claudia Mendoza,93300470,5,47500,9500,EUR,93300470,Taxi Fares,CERPS Invoice,PaidScholarship,HCP Fee for Service,25-11-2023
SPAIN,Claudia Mendoza,93300470,5,47500,9500,EUR,93300470,Vehicle Parking,Monetory TOV,PaidScholarship,Sponsorships,10-12-2022
SPAIN,Claudia Mendoza,93300470,5,47500,9500,EUR,93300470,Postage & Couriers,Monetory TOV,PaidTravel Expenses,Sponsorships,06-04-2023
SPAIN,Claudia Mendoza,93300470,5,47500,9500,EUR,93300470,Other Travel Cost,Monetory TOV,PaidTravel Expenses,Market Research,22-02-2023
SPAIN,Claudia Mendoza,93300470,5,47500,9500,EUR,93300470,Employee Training,Monetory TOV,PaidScholarship,Other HCO Expenditure,24-10-2023
SPAIN,Ana Costa,93300283,4,43000,10750,EUR,93300283,Employee Training,Monetory TOV,PaidTravel Expenses,Other HCO Expenditure,10-02-2023
SPAIN,Ana Costa,93300283,4,43000,10750,EUR,93300283,Postage & Couriers,CERPS Invoice,Logistics,Travel Expenses,02-06-2022
SPAIN,Ana Costa,93300283,4,43000,10750,EUR,93300283,Taxi Fares,Monetory TOV,Networking,Entertainment,19-01-2023
SPAIN,Ana Costa,93300283,4,43000,10750,EUR,93300283,Employee Training,Monetory TOV,Networking,Travel Expenses,09-05-2022
SPAIN,Miguel Gomez,93300285,4,44500,11125,EUR,93300285,Postage & Couriers,CERPS Invoice,Networking,Gifts,04-07-2023
SPAIN,Miguel Gomez,93300285,4,44500,11125,EUR,93300285,Vehicle Parking,Monetory TOV,Networking,Gifts,01-03-2023
SPAIN,Miguel Gomez,93300285,4,44500,11125,EUR,93300285,Vehicle Parking,CERPS Invoice,Networking,Travel Expenses,13-12-2023
SPAIN,Miguel Gomez,93300285,4,44500,11125,EUR,93300285,Postage & Couriers,CERPS Invoice,PaidScholarship,Gifts,04-05-2022
SPAIN,Cristina Martinez,93300473,5,9200,1840,EUR,93300473,Employee Training,Monetory TOV,Networking,Sponsorships,01-07-2022
SPAIN,Cristina Martinez,93300473,5,9200,1840,EUR,93300473,Vehicle Parking,Monetory TOV,PaidScholarship,Membership Fees,12-03-2022
SPAIN,Cristina Martinez,93300473,5,9200,1840,EUR,93300473,Digital Production,Monetory TOV,Logistics,Other HCO Expenditure,23-04-2023
SPAIN,Cristina Martinez,93300473,5,9200,1840,EUR,93300473,Vehicle Parking,CERPS Invoice,Logistics,Sponsorships,26-08-2022
SPAIN,Cristina Martinez,93300473,5,9200,1840,EUR,93300473,Vehicle Parking,Monetory TOV,Logistics,Market Research,08-06-2022
SPAIN,Roberto Garcia,93300287,4,8800,2200,EUR,93300287,Taxi Fares,Monetory TOV,PaidTravel Expenses,Travel Expenses,19-04-2023
SPAIN,Roberto Garcia,93300287,4,8800,2200,EUR,93300287,Air Fares,Monetory TOV,Networking,Entertainment,07-06-2022
SPAIN,Roberto Garcia,93300287,4,8800,2200,EUR,93300287,Taxi Fares,Monetory TOV,Logistics,Travel Expenses,04-05-2023
SPAIN,Roberto Garcia,93300287,4,8800,2200,EUR,93300287,Employee Training,CERPS Invoice,N/A,Training,04-10-2023
SPAIN,Guillermo Ruiz,93300476,5,47500,9500,EUR,93300476,Other Travel Cost,CERPS Invoice,PaidTravel Expenses,Other HCO Expenditure,08-11-2022
SPAIN,Guillermo Ruiz,93300476,5,47500,9500,EUR,93300476,Digital Production,CERPS Invoice,PaidTravel Expenses,Sponsorships,07-04-2023
SPAIN,Guillermo Ruiz,93300476,5,47500,9500,EUR,93300476,Taxi Fares,CERPS Invoice,N/A,Gifts,20-12-2022
SPAIN,Guillermo Ruiz,93300476,5,47500,9500,EUR,93300476,Postage & Couriers,CERPS Invoice,N/A,HCP Fee for Service,22-01-2022
SPAIN,Guillermo Ruiz,93300476,5,47500,9500,EUR,93300476,Hotel & Accomidation,CERPS Invoice,Logistics,Gifts,22-11-2022
SPAIN,Victoria Martinez Salvador,93300478,5,48000,9600,EUR,93300478,Postage & Couriers,Monetory TOV,N/A,Travel Expenses,09-08-2022
SPAIN,Victoria Martinez Salvador,93300478,5,48000,9600,EUR,93300478,Postage & Couriers,CERPS Invoice,Networking,Membership Fees,19-11-2022
SPAIN,Victoria Martinez Salvador,93300478,5,48000,9600,EUR,93300478,Vehicle Parking,CERPS Invoice,N/A,Travel Expenses,20-05-2022
SPAIN,Victoria Martinez Salvador,93300478,5,48000,9600,EUR,93300478,Employee Training,Monetory TOV,Networking,Training,20-12-2022
SPAIN,Victoria Martinez Salvador,93300478,5,48000,9600,EUR,93300478,Air Fares,CERPS Invoice,PaidTravel Expenses,Grants & Donations,06-02-2023
SPAIN,Guillermo Gonzalez,93300480,5,9400,1880,EUR,93300480,Vehicle Parking,Monetory TOV,Networking,Sponsorships,26-01-2022
SPAIN,Guillermo Gonzalez,93300480,5,9400,1880,EUR,93300480,Air Fares,CERPS Invoice,PaidScholarship,Other HCO Expenditure,12-06-2022
SPAIN,Guillermo Gonzalez,93300480,5,9400,1880,EUR,93300480,Digital Production,CERPS Invoice,PaidScholarship,Entertainment,06-09-2022
SPAIN,Guillermo Gonzalez,93300480,5,9400,1880,EUR,93300480,Postage & Couriers,CERPS Invoice,Logistics,Travel Expenses,31-07-2023
SPAIN,Guillermo Gonzalez,93300480,5,9400,1880,EUR,93300480,Employee Training,Monetory TOV,Networking,Training,20-06-2022
SPAIN,Carla Michael Ruiz,93300291,4,8600,2150,EUR,93300291,Digital Production,CERPS Invoice,Networking,Sponsorships,04-05-2023
SPAIN,Carla Michael Ruiz,93300291,4,8600,2150,EUR,93300291,Air Fares,Monetory TOV,PaidScholarship,Training,23-08-2022
SPAIN,Carla Michael Ruiz,93300291,4,8600,2150,EUR,93300291,Digital Production,Monetory TOV,PaidTravel Expenses,Travel Expenses,09-06-2022
SPAIN,Carla Michael Ruiz,93300291,4,8600,2150,EUR,93300291,Postage & Couriers,CERPS Invoice,Networking,Entertainment,11-02-2022
SPAIN,Patricia Torres Martinez,93300482,5,47500,9500,EUR,93300482,Postage & Couriers,CERPS Invoice,PaidTravel Expenses,Membership Fees,26-06-2023
SPAIN,Patricia Torres Martinez,93300482,5,47500,9500,EUR,93300482,Air Fares,CERPS Invoice,Logistics,Membership Fees,21-03-2022
SPAIN,Patricia Torres Martinez,93300482,5,47500,9500,EUR,93300482,Vehicle Parking,CERPS Invoice,N/A,Membership Fees,06-08-2022
SPAIN,Patricia Torres Martinez,93300482,5,47500,9500,EUR,93300482,Digital Production,Monetory TOV,PaidTravel Expenses,Market Research,12-04-2022
SPAIN,Patricia Torres Martinez,93300482,5,47500,9500,EUR,93300482,Hotel & Accomidation,Monetory TOV,PaidTravel Expenses,Gifts,13-03-2023
SPAIN,Victoria Julie Pereira,93300484,5,9700,1940,EUR,93300484,Digital Production,CERPS Invoice,Logistics,Market Research,05-08-2023
SPAIN,Victoria Julie Pereira,93300484,5,9700,1940,EUR,93300484,Air Fares,CERPS Invoice,PaidTravel Expenses,Sponsorships,27-11-2023
SPAIN,Victoria Julie Pereira,93300484,5,9700,1940,EUR,93300484,Other Travel Cost,CERPS Invoice,N/A,Gifts,20-12-2023
SPAIN,Victoria Julie Pereira,93300484,5,9700,1940,EUR,93300484,Digital Production,Monetory TOV,Networking,Membership Fees,11-06-2022
SPAIN,Victoria Julie Pereira,93300484,5,9700,1940,EUR,93300484,Other Travel Cost,CERPS Invoice,Networking,Entertainment,14-05-2023
SPAIN,Marcela Pereira,93300486,5,9300,1860,EUR,93300486,Taxi Fares,CERPS Invoice,Logistics,Grants & Donations,13-12-2022
SPAIN,Marcela Pereira,93300486,5,9300,1860,EUR,93300486,Postage & Couriers,Monetory TOV,Networking,Gifts,22-07-2023
SPAIN,Marcela Pereira,93300486,5,9300,1860,EUR,93300486,Other Travel Cost,CERPS Invoice,N/A,Membership Fees,14-11-2022
SPAIN,Marcela Pereira,93300486,5,9300,1860,EUR,93300486,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Gifts,21-09-2022
SPAIN,Marcela Pereira,93300486,5,9300,1860,EUR,93300486,Air Fares,CERPS Invoice,Logistics,Sponsorships,17-07-2023
SPAIN,Laura Torres Santos,93300488,5,47000,9400,EUR,93300488,Other Travel Cost,Monetory TOV,Logistics,Membership Fees,04-01-2022
SPAIN,Laura Torres Santos,93300488,5,47000,9400,EUR,93300488,Digital Production,Monetory TOV,PaidTravel Expenses,Entertainment,09-04-2023
SPAIN,Laura Torres Santos,93300488,5,47000,9400,EUR,93300488,Taxi Fares,CERPS Invoice,PaidScholarship,Other HCO Expenditure,28-02-2023
SPAIN,Laura Torres Santos,93300488,5,47000,9400,EUR,93300488,Vehicle Parking,CERPS Invoice,PaidTravel Expenses,Sponsorships,28-10-2023
SPAIN,Laura Torres Santos,93300488,5,47000,9400,EUR,93300488,Taxi Fares,Monetory TOV,PaidTravel Expenses,Other HCO Expenditure,14-09-2023
SPAIN,Elena Torres,93300490,5,47500,9500,EUR,93300490,Postage & Couriers,Monetory TOV,Networking,HCP Fee for Service,26-07-2022
SPAIN,Elena Torres,93300490,5,47500,9500,EUR,93300490,Digital Production,Monetory TOV,Logistics,Market Research,22-03-2022
SPAIN,Elena Torres,93300490,5,47500,9500,EUR,93300490,Postage & Couriers,CERPS Invoice,PaidScholarship,HCP Fee for Service,08-07-2023
SPAIN,Elena Torres,93300490,5,47500,9500,EUR,93300490,Digital Production,CERPS Invoice,Logistics,Entertainment,17-11-2022
SPAIN,Elena Torres,93300490,5,47500,9500,EUR,93300490,Taxi Fares,Monetory TOV,PaidTravel Expenses,Market Research,18-01-2023
SPAIN,Carla Torres,93300492,5,48000,9600,EUR,93300492,Postage & Couriers,Monetory TOV,Networking,Entertainment,25-01-2022
SPAIN,Carla Torres,93300492,5,48000,9600,EUR,93300492,Employee Training,CERPS Invoice,Logistics,Training,23-04-2023
SPAIN,Carla Torres,93300492,5,48000,9600,EUR,93300492,Postage & Couriers,Monetory TOV,N/A,Grants & Donations,07-10-2022
SPAIN,Carla Torres,93300492,5,48000,9600,EUR,93300492,Air Fares,CERPS Invoice,PaidScholarship,Gifts,18-05-2023
SPAIN,Carla Torres,93300492,5,48000,9600,EUR,93300492,Taxi Fares,Monetory TOV,PaidScholarship,Market Research,12-03-2023
SPAIN,Julian Martinez,93300494,5,48500,9700,EUR,93300494,Employee Training,Monetory TOV,PaidTravel Expenses,Training,12-03-2022
SPAIN,Julian Martinez,93300494,5,48500,9700,EUR,93300494,Taxi Fares,Monetory TOV,Logistics,Membership Fees,02-01-2022
SPAIN,Julian Martinez,93300494,5,48500,9700,EUR,93300494,Hotel & Accomidation,CERPS Invoice,PaidTravel Expenses,Entertainment,06-11-2022
SPAIN,Julian Martinez,93300494,5,48500,9700,EUR,93300494,Vehicle Parking,Monetory TOV,Logistics,Training,16-06-2023
SPAIN,Julian Martinez,93300494,5,48500,9700,EUR,93300494,Hotel & Accomidation,Monetory TOV,PaidScholarship,HCP Fee for Service,23-03-2023
SPAIN,Elena Costa Gonzalez,93300496,5,47500,9500,EUR,93300496,Digital Production,CERPS Invoice,N/A,HCP Fee for Service,08-09-2023
SPAIN,Elena Costa Gonzalez,93300496,5,47500,9500,EUR,93300496,Hotel & Accomidation,Monetory TOV,N/A,Training,31-03-2023
SPAIN,Elena Costa Gonzalez,93300496,5,47500,9500,EUR,93300496,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Membership Fees,10-05-2022
SPAIN,Elena Costa Gonzalez,93300496,5,47500,9500,EUR,93300496,Hotel & Accomidation,CERPS Invoice,Logistics,Training,08-01-2023
SPAIN,Elena Costa Gonzalez,93300496,5,47500,9500,EUR,93300496,Air Fares,CERPS Invoice,PaidTravel Expenses,Training,19-04-2023
SPAIN,Fernanda Ruiz,93300498,5,9600,1920,EUR,93300498,Hotel & Accomidation,Monetory TOV,Logistics,Travel Expenses,11-02-2022
SPAIN,Fernanda Ruiz,93300498,5,9600,1920,EUR,93300498,Postage & Couriers,Monetory TOV,PaidTravel Expenses,Market Research,08-05-2023
SPAIN,Fernanda Ruiz,93300498,5,9600,1920,EUR,93300498,Employee Training,Monetory TOV,PaidScholarship,Other HCO Expenditure,09-08-2023
SPAIN,Fernanda Ruiz,93300498,5,9600,1920,EUR,93300498,Taxi Fares,Monetory TOV,N/A,Gifts,03-05-2023
SPAIN,Fernanda Ruiz,93300498,5,9600,1920,EUR,93300498,Taxi Fares,CERPS Invoice,Networking,Membership Fees,06-04-2022
SPAIN,Elena Pereira,93300500,5,47500,9500,EUR,93300500,Hotel & Accomidation,Monetory TOV,N/A,Sponsorships,28-03-2022
SPAIN,Elena Pereira,93300500,5,47500,9500,EUR,93300500,Other Travel Cost,Monetory TOV,Networking,Travel Expenses,10-03-2023
SPAIN,Elena Pereira,93300500,5,47500,9500,EUR,93300500,Employee Training,Monetory TOV,N/A,Other HCO Expenditure,04-05-2022
SPAIN,Elena Pereira,93300500,5,47500,9500,EUR,93300500,Air Fares,Monetory TOV,Networking,Sponsorships,02-06-2023
SPAIN,Elena Pereira,93300500,5,47500,9500,EUR,93300500,Other Travel Cost,CERPS Invoice,PaidScholarship,Training,20-03-2023
SPAIN,Lucas Pereira,93300303,4,46000,11500,EUR,93300303,Air Fares,CERPS Invoice,N/A,Travel Expenses,23-09-2022
SPAIN,Lucas Pereira,93300303,4,46000,11500,EUR,93300303,Taxi Fares,CERPS Invoice,Logistics,Training,30-07-2022
SPAIN,Lucas Pereira,93300303,4,46000,11500,EUR,93300303,Other Travel Cost,CERPS Invoice,N/A,Training,23-04-2022
SPAIN,Lucas Pereira,93300303,4,46000,11500,EUR,93300303,Air Fares,Monetory TOV,N/A,Gifts,25-04-2022
SPAIN,Alonso Torres,93300502,5,46500,9300,EUR,93300502,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Membership Fees,23-03-2023
SPAIN,Alonso Torres,93300502,5,46500,9300,EUR,93300502,Air Fares,CERPS Invoice,PaidScholarship,Membership Fees,27-09-2023
SPAIN,Alonso Torres,93300502,5,46500,9300,EUR,93300502,Hotel & Accomidation,Monetory TOV,PaidTravel Expenses,Entertainment,05-02-2023
SPAIN,Alonso Torres,93300502,5,46500,9300,EUR,93300502,Air Fares,CERPS Invoice,Networking,Entertainment,18-08-2023
SPAIN,Alonso Torres,93300502,5,46500,9300,EUR,93300502,Digital Production,Monetory TOV,PaidScholarship,Travel Expenses,13-09-2023
SPAIN,Valeria Torres,93300307,4,43000,10750,EUR,93300307,Digital Production,Monetory TOV,PaidTravel Expenses,Travel Expenses,24-07-2022
SPAIN,Valeria Torres,93300307,4,43000,10750,EUR,93300307,Employee Training,CERPS Invoice,Networking,Membership Fees,25-08-2022
SPAIN,Valeria Torres,93300307,4,43000,10750,EUR,93300307,Taxi Fares,CERPS Invoice,Logistics,Travel Expenses,07-05-2022
SPAIN,Valeria Torres,93300307,4,43000,10750,EUR,93300307,Digital Production,Monetory TOV,Logistics,Other HCO Expenditure,06-12-2022
SPAIN,Renata Costa,93300505,5,47000,9400,EUR,93300505,Taxi Fares,Monetory TOV,Logistics,Entertainment,19-06-2023
SPAIN,Renata Costa,93300505,5,47000,9400,EUR,93300505,Other Travel Cost,Monetory TOV,PaidScholarship,Grants & Donations,16-09-2023
SPAIN,Renata Costa,93300505,5,47000,9400,EUR,93300505,Taxi Fares,Monetory TOV,PaidTravel Expenses,Travel Expenses,30-06-2022
SPAIN,Renata Costa,93300505,5,47000,9400,EUR,93300505,Digital Production,Monetory TOV,Logistics,Other HCO Expenditure,26-08-2022
SPAIN,Renata Costa,93300505,5,47000,9400,EUR,93300505,Employee Training,CERPS Invoice,PaidScholarship,Entertainment,10-11-2023
SPAIN,Luna Isabela Mateo Vargas,93300309,4,8700,2175,EUR,93300309,Postage & Couriers,Monetory TOV,Networking,Travel Expenses,01-12-2022
SPAIN,Luna Isabela Mateo Vargas,93300309,4,8700,2175,EUR,93300309,Taxi Fares,CERPS Invoice,PaidScholarship,Training,21-11-2023
SPAIN,Luna Isabela Mateo Vargas,93300309,4,8700,2175,EUR,93300309,Hotel & Accomidation,CERPS Invoice,PaidScholarship,Training,20-11-2022
SPAIN,Luna Isabela Mateo Vargas,93300309,4,8700,2175,EUR,93300309,Vehicle Parking,CERPS Invoice,Logistics,Gifts,01-07-2023
SPAIN,Victoria Gonzalez,93300311,4,44500,11125,EUR,93300311,Digital Production,CERPS Invoice,PaidScholarship,Training,22-01-2022
SPAIN,Victoria Gonzalez,93300311,4,44500,11125,EUR,93300311,Digital Production,CERPS Invoice,Networking,Travel Expenses,08-12-2023
SPAIN,Victoria Gonzalez,93300311,4,44500,11125,EUR,93300311,Other Travel Cost,Monetory TOV,PaidScholarship,Travel Expenses,16-11-2022
SPAIN,Victoria Gonzalez,93300311,4,44500,11125,EUR,93300311,Air Fares,CERPS Invoice,Logistics,Training,12-10-2023
SPAIN,Renata Pereira,93300508,5,48000,9600,EUR,93300508,Digital Production,CERPS Invoice,Networking,Travel Expenses,23-01-2023
SPAIN,Renata Pereira,93300508,5,48000,9600,EUR,93300508,Air Fares,CERPS Invoice,PaidTravel Expenses,HCP Fee for Service,12-08-2023
SPAIN,Renata Pereira,93300508,5,48000,9600,EUR,93300508,Taxi Fares,Monetory TOV,PaidTravel Expenses,Entertainment,22-02-2022
SPAIN,Renata Pereira,93300508,5,48000,9600,EUR,93300508,Hotel & Accomidation,CERPS Invoice,Logistics,Grants & Donations,28-09-2022
SPAIN,Renata Pereira,93300508,5,48000,9600,EUR,93300508,Postage & Couriers,CERPS Invoice,Networking,Market Research,21-05-2023
SPAIN,Dario Esteban Ruiz,93300510,5,47500,9500,EUR,93300510,Digital Production,CERPS Invoice,Logistics,Membership Fees,06-11-2023
SPAIN,Dario Esteban Ruiz,93300510,5,47500,9500,EUR,93300510,Other Travel Cost,Monetory TOV,N/A,Grants & Donations,13-12-2023
SPAIN,Dario Esteban Ruiz,93300510,5,47500,9500,EUR,93300510,Digital Production,Monetory TOV,N/A,Training,16-10-2022
SPAIN,Dario Esteban Ruiz,93300510,5,47500,9500,EUR,93300510,Postage & Couriers,CERPS Invoice,Networking,Gifts,20-06-2022
SPAIN,Dario Esteban Ruiz,93300510,5,47500,9500,EUR,93300510,Taxi Fares,Monetory TOV,Networking,Travel Expenses,08-11-2022
SPAIN,Julio Silva,93300512,5,48500,9700,EUR,93300512,Hotel & Accomidation,CERPS Invoice,N/A,Travel Expenses,17-10-2023
SPAIN,Julio Silva,93300512,5,48500,9700,EUR,93300512,Other Travel Cost,Monetory TOV,PaidTravel Expenses,Grants & Donations,23-03-2023
SPAIN,Julio Silva,93300512,5,48500,9700,EUR,93300512,Postage & Couriers,CERPS Invoice,Networking,Sponsorships,01-10-2022
SPAIN,Julio Silva,93300512,5,48500,9700,EUR,93300512,Other Travel Cost,CERPS Invoice,Logistics,Membership Fees,19-10-2023
SPAIN,Julio Silva,93300512,5,48500,9700,EUR,93300512,Vehicle Parking,CERPS Invoice,PaidTravel Expenses,HCP Fee for Service,02-02-2023
SPAIN,Elena Costa,93300514,5,48000,9600,EUR,93300514,Digital Production,Monetory TOV,Networking,Travel Expenses,15-04-2022
SPAIN,Elena Costa,93300514,5,48000,9600,EUR,93300514,Hotel & Accomidation,Monetory TOV,Logistics,Training,20-07-2023
SPAIN,Elena Costa,93300514,5,48000,9600,EUR,93300514,Digital Production,CERPS Invoice,PaidTravel Expenses,Training,05-05-2023
SPAIN,Elena Costa,93300514,5,48000,9600,EUR,93300514,Postage & Couriers,Monetory TOV,PaidTravel Expenses,Gifts,26-11-2022
SPAIN,Elena Costa,93300514,5,48000,9600,EUR,93300514,Digital Production,CERPS Invoice,Logistics,Travel Expenses,22-01-2022
SPAIN,Valeria Gomez,93300516,5,9500,1900,EUR,93300516,Vehicle Parking,CERPS Invoice,Networking,Entertainment,05-09-2022
SPAIN,Valeria Gomez,93300516,5,9500,1900,EUR,93300516,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Gifts,28-02-2022
SPAIN,Valeria Gomez,93300516,5,9500,1900,EUR,93300516,Air Fares,Monetory TOV,Logistics,Other HCO Expenditure,12-05-2022
SPAIN,Valeria Gomez,93300516,5,9500,1900,EUR,93300516,Postage & Couriers,Monetory TOV,PaidTravel Expenses,Training,21-10-2022
SPAIN,Valeria Gomez,93300516,5,9500,1900,EUR,93300516,Air Fares,CERPS Invoice,PaidTravel Expenses,Sponsorships,16-11-2023
SPAIN,Florencia Costa,93300518,5,47000,9400,EUR,93300518,Postage & Couriers,Monetory TOV,N/A,Other HCO Expenditure,21-05-2023
SPAIN,Florencia Costa,93300518,5,47000,9400,EUR,93300518,Other Travel Cost,CERPS Invoice,PaidScholarship,Sponsorships,19-12-2022
SPAIN,Florencia Costa,93300518,5,47000,9400,EUR,93300518,Hotel & Accomidation,Monetory TOV,Networking,Gifts,13-01-2023
SPAIN,Florencia Costa,93300518,5,47000,9400,EUR,93300518,Vehicle Parking,CERPS Invoice,Logistics,Market Research,23-05-2023
SPAIN,Florencia Costa,93300518,5,47000,9400,EUR,93300518,Taxi Fares,Monetory TOV,N/A,Grants & Donations,16-11-2022
SPAIN,Adriana Torres,93300520,5,9600,1920,EUR,93300520,Postage & Couriers,CERPS Invoice,Logistics,HCP Fee for Service,16-10-2022
SPAIN,Adriana Torres,93300520,5,9600,1920,EUR,93300520,Other Travel Cost,CERPS Invoice,PaidScholarship,Training,27-06-2022
SPAIN,Adriana Torres,93300520,5,9600,1920,EUR,93300520,Hotel & Accomidation,Monetory TOV,Logistics,Other HCO Expenditure,06-10-2022
SPAIN,Adriana Torres,93300520,5,9600,1920,EUR,93300520,Employee Training,Monetory TOV,Networking,Market Research,24-12-2023
SPAIN,Adriana Torres,93300520,5,9600,1920,EUR,93300520,Other Travel Cost,CERPS Invoice,N/A,Sponsorships,09-07-2022
SPAIN,Sofia Torres Beatriz,93300522,5,47500,9500,EUR,93300522,Other Travel Cost,Monetory TOV,N/A,Travel Expenses,30-07-2022
SPAIN,Sofia Torres Beatriz,93300522,5,47500,9500,EUR,93300522,Vehicle Parking,Monetory TOV,Logistics,Travel Expenses,22-01-2022
SPAIN,Sofia Torres Beatriz,93300522,5,47500,9500,EUR,93300522,Hotel & Accomidation,CERPS Invoice,PaidTravel Expenses,Other HCO Expenditure,27-12-2022
SPAIN,Sofia Torres Beatriz,93300522,5,47500,9500,EUR,93300522,Taxi Fares,Monetory TOV,PaidTravel Expenses,Training,10-07-2022
SPAIN,Sofia Torres Beatriz,93300522,5,47500,9500,EUR,93300522,Hotel & Accomidation,Monetory TOV,PaidTravel Expenses,Gifts,09-12-2023
SPAIN,Martina Lee Costa,93300524,5,9700,1940,EUR,93300524,Air Fares,Monetory TOV,Logistics,Grants & Donations,23-09-2023
SPAIN,Martina Lee Costa,93300524,5,9700,1940,EUR,93300524,Hotel & Accomidation,Monetory TOV,Logistics,Travel Expenses,30-05-2023
SPAIN,Martina Lee Costa,93300524,5,9700,1940,EUR,93300524,Taxi Fares,CERPS Invoice,N/A,Other HCO Expenditure,23-12-2022
SPAIN,Martina Lee Costa,93300524,5,9700,1940,EUR,93300524,Digital Production,Monetory TOV,PaidTravel Expenses,Travel Expenses,17-05-2023
SPAIN,Martina Lee Costa,93300524,5,9700,1940,EUR,93300524,Postage & Couriers,Monetory TOV,Logistics,Membership Fees,08-01-2022
SPAIN,Victoria Silva,93300526,5,48000,9600,EUR,93300526,Vehicle Parking,CERPS Invoice,PaidTravel Expenses,Entertainment,05-03-2022
SPAIN,Victoria Silva,93300526,5,48000,9600,EUR,93300526,Postage & Couriers,CERPS Invoice,PaidScholarship,Travel Expenses,05-05-2023
SPAIN,Victoria Silva,93300526,5,48000,9600,EUR,93300526,Digital Production,Monetory TOV,PaidTravel Expenses,HCP Fee for Service,25-02-2022
SPAIN,Victoria Silva,93300526,5,48000,9600,EUR,93300526,Other Travel Cost,CERPS Invoice,Logistics,Grants & Donations,09-11-2022
SPAIN,Victoria Silva,93300526,5,48000,9600,EUR,93300526,Employee Training,Monetory TOV,PaidScholarship,HCP Fee for Service,22-09-2022
